ID,Datacenter_location_input,Network_zone_Input,Environment_input,application_input,Vcenter,Vmware_datacenter,Vmware_cluster,Vmware_datastore_keyword,Vmware_datastore_name,Vmware_networks,Subnet_name,Vlan,Subnet_address,Subnet_gateway,Subnet_netmask,DNS1,DNS2,DNS3,DNS_Suffix,DNS_prefix,Timezone
208,DC2A,IDZ,PRODUCTION,DB/IC/ID,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3025,XA-IDZ-PRD-DBS-167.32-27,VLAN 3025,10.76.167.32/27,10.76.167.33,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
209,DC2A,IDZ,PRODUCTION,DB/IC/ID,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3026,XA-IDZ-PRD-DBS-167.64-27,VLAN 3026,10.76.167.64/27,10.76.167.65,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
210,DC2A,IDZ,PRODUCTION,DB/IC/ID,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3027,XA-IDZ-PRD-DBS-167.96-27,VLAN 3027,10.76.167.96/27,10.76.167.97,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
211,DC2A,IDZ,PRODUCTION,DB/IC/ID,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3028,XA-IDZ-PRD-DBS-167.128-27,VLAN 3028,10.76.167.128/27,10.76.167.129,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
212,DC2A,IDZ,PRODUCTION,DB/IC/ID,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3029,XA-IDZ-PRD-DBS-167.160-27,VLAN 3029,10.76.167.160/27,10.76.167.161,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
213,DC2A,IDZ,STRICT,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3030,XA-IDZ-STR-APP-167.192-27,VLAN 3030,10.76.167.192/27,10.76.167.193,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
214,DC2A,IDZ,STRICT,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3031,XA-IDZ-STR-APP-167.224-27,VLAN 3031,10.76.167.224/27,10.76.167.225,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
215,DC2A,IDZ,STRICT,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3032,XA-IDZ-STR-APP-168.0-27,VLAN 3032,10.76.168.0/27,10.76.168.1,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
216,DC2A,IDZ,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3033,XA-IDZ-STG-APP-168.32-27,VLAN 3033,10.76.168.32/27,10.76.168.33,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
217,DC2A,IDZ,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3034,XA-IDZ-STG-APP-168.64-27,VLAN 3034,10.76.168.64/27,10.76.168.65,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
218,DC2A,IDZ,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3035,XA-IDZ-STG-APP-168.96-27,VLAN 3035,10.76.168.96/27,10.76.168.97,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
219,DC2A,IDZ,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3036,XA-IDZ-STG-APP-168.128-27,VLAN 3036,10.76.168.128/27,10.76.168.129,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
220,DC2A,IDZ,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3037,XA-IDZ-STG-APP-168.160-27,VLAN 3037,10.76.168.160/27,10.76.168.161,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
221,DC2A,IDZ,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3038,XA-IDZ-STG-APP-168.192-27,VLAN 3038,10.76.168.192/27,10.76.168.193,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
222,DC2A,IDZ,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3039,XA-IDZ-STG-APP-168.224-27,VLAN 3039,10.76.168.224/27,10.76.168.225,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
223,DC2A,IDZ,STRICT,FE/BE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3040,XA-IDZ-STR-WEB-169.0-27,VLAN 3040,10.76.169.0/27,10.76.169.1,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
224,DC2A,IDZ,STRICT,FE/BE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3041,XA-IDZ-STR-WEB-169.32-27,VLAN 3041,10.76.169.32/27,10.76.169.33,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
225,DC2A,IDZ,STRICT,FE/BE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3042,XA-IDZ-STR-WEB-169.64-27,VLAN 3042,10.76.169.64/27,10.76.169.65,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
226,DC2A,IDZ,STAGE,FE/BE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3043,XA-IDZ-STG-WEB-169.96-27,VLAN 3043,10.76.169.96/27,10.76.169.97,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
227,DC2A,IDZ,STAGE,FE/BE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3044,XA-IDZ-STG-WEB-169.128-27,VLAN 3044,10.76.169.128/27,10.76.169.129,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
228,DC2A,IDZ,STAGE,FE/BE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3045,XA-IDZ-STG-WEB-169.160-27,VLAN 3045,10.76.169.160/27,10.76.169.161,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
229,DC2A,IDZ,STAGE,FE/BE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3046,XA-IDZ-STG-WEB-169.192-27,VLAN 3046,10.76.169.192/27,10.76.169.193,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
230,DC2A,IDZ,STAGE,FE/BE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3047,XA-IDZ-STG-WEB-169.224-27,VLAN 3047,10.76.169.224/27,10.76.169.225,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
231,DC2A,IDZ,STAGE,FE/BE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3048,XA-IDZ-STG-WEB-170.0-27,VLAN 3048,10.76.170.0/27,10.76.170.0,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
232,DC2A,IDZ,STAGE,FE/BE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3049,XA-IDZ-STG-WEB-170.32-27,VLAN 3049,10.76.170.32/27,10.76.170.33,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
233,DC2A,IDZ,STRICT,DB/IC/ID,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3050,XA-IDZ-STR-DBS-170.64-27,VLAN 3050,10.76.170.64/27,10.76.170.65,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
234,DC2A,IDZ,STRICT,DB/IC/ID,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3051,XA-IDZ-STR-DBS-170.96-27,VLAN 3051,10.76.170.96/27,10.76.170.97,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
235,DC2A,IDZ,STRICT,DB/IC/ID,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3052,XA-IDZ-STR-DBS-170.128-27,VLAN 3052,10.76.170.128/27,10.76.170.129,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
236,DC2A,IDZ,STAGE,DB/IC/ID,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3053,XA-IDZ-STG-DBS-170.160-27,VLAN 3053,10.76.170.160/27,10.76.170.161,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
237,DC2A,IDZ,STAGE,DB/IC/ID,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3054,XA-IDZ-STG-DBS-170.192-27,VLAN 3054,10.76.170.192/27,10.76.170.193,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
238,DC2A,IDZ,STAGE,DB/IC/ID,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3055,XA-IDZ-STG-DBS-170.224-27,VLAN 3055,10.76.170.224/27,10.76.170.225,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
239,DC2A,IDZ,STAGE,DB/IC/ID,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3056,XA-IDZ-STG-DBS-171.0-27,VLAN 3056,10.76.171.0/27,10.76.171.1,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
240,DC2A,IDZ,STAGE,DB/IC/ID,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3057,XA-IDZ-STG-DBS-171.32-27,VLAN 3057,10.76.171.32/27,10.76.171.33,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
241,DC2A,IDZ,STAGE,DB/IC/ID,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3058,XA-IDZ-STG-DBS-171.64-27,VLAN 3058,10.76.171.64/27,10.76.171.65,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
242,DC2A,IDZ,STAGE,DB/IC/ID,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3059,XA-IDZ-STG-DBS-171.96-27,VLAN 3059,10.76.171.96/27,10.76.171.97,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
243,DC2A,EDZ,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3500,XA-EDZ-PRD-APP-192.0-27,VLAN 3500,10.76.192.0/27,10.76.192.1,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
244,DC2A,EDZ,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3501,XA-EDZ-PRD-APP-192.32-27,VLAN 3501,10.76.192.32/27,10.76.192.33,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
245,DC2A,EDZ,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3502,XA-EDZ-PRD-APP-192.64-27,VLAN 3502,10.76.192.64/27,10.76.192.65,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
246,DC2A,EDZ,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3503,XA-EDZ-PRD-APP-192.96-27,VLAN 3503,10.76.192.96/27,10.76.192.97,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
247,DC2A,EDZ,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3504,XA-EDZ-PRD-APP-192.128-27,VLAN 3504,10.76.192.128/27,10.76.192.129,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
248,DC2A,EDZ,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3505,XA-EDZ-PRD-APP-192.160-27,VLAN 3505,10.76.192.160/27,10.76.192.161,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
249,DC2A,EDZ,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3506,XA-EDZ-PRD-APP-192.192-27,VLAN 3506,10.76.192.192/27,10.76.192.193,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
250,DC2A,EDZ,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3507,XA-EDZ-PRD-APP-192.224-27,VLAN 3507,10.76.192.224/27,10.76.192.225,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
251,DC2A,EDZ,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3508,XA-EDZ-PRD-APP-193.0-27,VLAN 3508,10.76.193.0/27,10.76.193.1,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
252,DC2A,EDZ,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3509,XA-EDZ-PRD-APP-193.32-27,VLAN 3509,10.76.193.32/27,10.76.193.33,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
253,DC2A,EDZ,PRODUCTION,FE/BE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3510,XA-EDZ-PRD-WEB-193.64-27,VLAN 3510,10.76.193.64/27,10.76.193.65,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
254,DC2A,EDZ,PRODUCTION,FE/BE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3511,XA-EDZ-PRD-WEB-193.96-27,VLAN 3511,10.76.193.96/27,10.76.193.97,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
255,DC2A,EDZ,PRODUCTION,FE/BE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3512,XA-EDZ-PRD-WEB-193.128-27,VLAN 3512,10.76.193.128/27,10.76.193.129,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
256,DC2A,EDZ,PRODUCTION,FE/BE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3513,XA-EDZ-PRD-WEB-193.160-27,VLAN 3513,10.76.193.160/27,10.76.193.161,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
257,DC2A,EDZ,PRODUCTION,FE/BE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3514,XA-EDZ-PRD-WEB-193.192-27,VLAN 3514,10.76.193.192/27,10.76.193.193,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
258,DC2A,EDZ,PRODUCTION,FE/BE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3515,XA-EDZ-PRD-WEB-193.224-27,VLAN 3515,10.76.193.224/27,10.76.193.225,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
259,DC2A,EDZ,PRODUCTION,FE/BE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3516,XA-EDZ-PRD-WEB-194.0-27,VLAN 3516,10.76.194.0/27,10.76.194.1,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
260,DC2A,EDZ,PRODUCTION,FE/BE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3517,XA-EDZ-PRD-WEB-194.32-27,VLAN 3517,10.76.194.32/27,10.76.194.33,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
261,DC2A,EDZ,PRODUCTION,FE/BE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3518,XA-EDZ-PRD-WEB-194.64-27,VLAN 3518,10.76.194.64/27,10.76.194.65,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
262,DC2A,EDZ,PRODUCTION,FE/BE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3519,XA-EDZ-PRD-WEB-194.96-27,VLAN 3519,10.76.194.96/27,10.76.194.97,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
263,DC2A,EDZ,STRICT,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3520,XA-EDZ-STR-APP-194.128-27,VLAN 3520,10.76.194.128/27,10.76.194.129,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
264,DC2A,EDZ,STRICT,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3521,XA-EDZ-STR-APP-194.160-27,VLAN 3521,10.76.194.160/27,10.76.194.161,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
265,DC2A,EDZ,STRICT,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3522,XA-EDZ-STR-APP-194.192-27,VLAN 3522,10.76.194.192/27,10.76.194.193,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
266,DC2A,EDZ,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3523,XA-EDZ-STG-APP-194.224-27,VLAN 3523,10.76.194.224/27,10.76.194.225,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
267,DC2A,EDZ,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3524,XA-EDZ-STG-APP-195.0-27,VLAN 3524,10.76.195.0/27,10.76.195.1,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
268,DC2A,EDZ,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-DMZCLU1,DMZ,XA_PRIMERA_DMZ_00[1-5],DMZ-VLAN-3525,XA-EDZ-STG-APP-195.32-27,VLAN 3525,10.76.195.32/27,10.76.195.33,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
